Document ID,Complex,Simple
34,"Als beide ouders in Nederland zijn geboren, heeft de persoon géén migratieachtergrond – ook als de persoon zelf in het buitenland geboren is.","Als beide ouders in Nederland zijn geboren, heeft de persoon géén migratieachtergrond. Ook als de persoon zelf in het buitenland is geboren."
34,"Voor zowel etnische-culturele als geloofsgroepen kun je de generaties duiden, maar enkel en alleen wanneer dit nodig is voor onderzoek of beleid.",Voor zowel etnische-culturele als geloofsgroepen kun je de generaties duiden. Maar doe dat alleen als dit nodig is voor onderzoek of beleid.
34,Het Centraal Bureau voor Statistiek (CBS) start met het gebruik van nieuwe definities.,Het Centraal Bureau voor Statistiek (CBS) gebruikt nu nieuwe definities.
34,"Deze overstap is een proces, waarbinnen de termen ‘eerste’ en ‘tweede generatie’ nog tijdelijk gebruikt kunnen worden wanneer relevant.",Deze overstap is een proces. Daarbinnen kunnen de termen ‘eerste’ en ‘tweede generatie’ nog tijdelijk gebruikt worden als dat nodig is.
34,Vaak wordt in Nederland gecommuniceerd vanuit het medisch model.,Vaak communiceren we in Nederland vanuit het medisch model.
34,Hierbij wordt een beperking beschouwd als een afwijking die door bijvoorbeeld dokters of hulpverleners weggenomen moet worden.,Dan zien we een beperking als een afwijking die bijvoorbeeld dokters of hulpverleners weg moeten nemen.
34,Hierbij ligt de focus op een inclusieve samenleving die zichzelf aanpast en belemmeringen wegneemt.,Hierbij ligt de nadruk op een inclusieve samenleving die zichzelf aanpast en belemmeringen wegneemt.
34,Met als doel een maatschappij die voor iedereen toegankelijk is en gelijke kansen biedt.,Zo maken we een maatschappij die voor iedereen toegankelijk is en gelijke kansen biedt.
34,Dit perspectief maakt verschil.,Dit is een groot verschil.
34,"Niet het wegnemen van de beperking (medisch model) maar het aanpassen van de maatschappij staat voorop (sociaal model), zodat iedereen mee kan doen.","Aanpassen van de maatschappij staat voorop (sociaal model), niet het wegnemen van de beperking (medisch model)."
34,"Omdat de gemeente rekening wil houden met een grote diversiteit aan Amsterdammers en de uiteenlopende belemmeringen die zij ervaren, volgt hieronder een toelichting op specifieke soorten beperkingen en stoornissen.",Hieronder volgt een toelichting op verschillende soorten beperkingen en stoornissen. Dat doen we omdat we rekening willen houden met een grote verscheidenheid aan Amsterdammers en hun uiteenlopende belemmeringen.
34,"Beperking gerelateerd aan het zenuwstelsel, inclusief de hersenen.","Beperking aan het zenuwstelsel, inclusief de hersenen."
34,Beperking waarbij het zicht of het zien in enige mate beperkt is.,Beperking waarbij het zicht of het zien beperkt is.
34,"Dit varieert van verminderd zicht in één of meerdere ogen (slechtziendheid), tot substantieel onherstelbaar zichtverlies in beide ogen (blindheid).","Dit verschilt van verminderd zicht in 1 of meerdere ogen (slechtziendheid), tot groot onherstelbaar zichtverlies in beide ogen (blindheid)."
34,Beperking waarbij bewegingsmogelijkheid wordt verminderd.,Beperking waarbij minder bewegingsmogelijkheid is.
34,Beperking waarbij het gehoor deels of volledig beperkt is.,Beperking waarbij het gehoor voor een deel of volledig weg is.
34,Het kan gaan om slechthorendheid (verminderd gehoor bij één of beide oren) en doofheid (volledig gehoorverlies bij beide oren).,Het kan gaan om slechthorendheid (verminderd gehoor bij 1 of beide oren) en doofheid (volledig gehoorverlies bij beide oren).
34,"Sommige mensen met een auditieve beperking kunnen geluid horen, maar zij horen niet altijd genoeg om spraak te begrijpen.",Sommige mensen met een auditieve beperking kunnen geluid horen. Maar zij horen niet altijd genoeg om spraak te begrijpen.
34,"Vooral wanneer er (veel) achtergrondgeluid is, kan dit voor problemen zorgen.","Vooral wanneer er (veel) achtergrondgeluid is, kan dit een problemen zijn."
34,"Een psychische en emotionele gesteldheid die het denken, voelen en handelen zodanig beïnvloedt dat men niet optimaal kan functioneren in het dagelijkse leven.","Een psychische en emotionele gesteldheid die denken, voelen en handelen zo beïnvloedt dat iemand niet goed kan functioneren in het dagelijkse leven."
34,"De symptomen, en de intensiteit en duur hiervan, verschillen per persoon.","De symptomen verschillen per persoon, net als de heftigheid en duur."
34,Het verloop van een psychische ziekte laat zich vaak niet voorspellen.,Het verloop van een psychische ziekte is vaak niet te voorspellen.
34,Sommigen hebben ondersteuning nodig; anderen maar zelden of helemaal niet.,"Sommigen hebben ondersteuning nodig, anderen maar soms of helemaal niet."
34,"Als je een verstandelijke beperking hebt, denk je minder snel dan leeftijdsgenoten.",Iemand met een verstandelijke beperking denkt minder snel dan leeftijdsgenoten.
34,Ook vind je het lastig om dingen te begrijpen.,Ook vind iemand het lastig om dingen te begrijpen.
34,"Vaak heb je ondersteuning nodig met wonen, op school, op je werk en in contact maken met andere mensen.","Vaak is er ondersteuning nodig met wonen, op school, op het werk en in contact maken met andere mensen."
34,"Daarom is er onderscheid tussen mensen met lichte, matige, ernstige en diepe verstandelijke beperking.","Daarom is er verschil tussen mensen met lichte, matige, ernstige en diepe verstandelijke beperking."
34,Een stoornis is een lichamelijke afwijking (psychisch of fysiek).,Een stoornis is een geestelijke of lichamelijke afwijking.
34,Een stoornis is altijd objectief: het kan vastgesteld worden door een arts of psycholoog.,Een stoornis is altijd objectief: een arts of psycholoog kan het vaststellen .
34,Een psychische (geestelijke en/of mentale) stoornis is een syndroom dat leidt tot verminderd psychisch functioneren.,Een geestelijke of mentale stoornis (psychische stoornis) is een syndroom dat verminderd psychisch functioneren oplevert.
34,Een fysieke stoornis is een defect of het ontbreken van een orgaanfunctie of orgaan.,Een lichamelijke stoornis is een defect of het ontbreken van een orgaan of de functie daarvan.
34,De meeste activiteiten zijn dan nog wel te verrichten als dit op een aangepaste manier kan.,De meeste activiteiten kunnen dan nog wel als dit op een aangepaste manier kan.
34,Je spreekt van een ‘handicap’ als een beperking leidt tot langdurige belemmering van sociaal-maatschappelijke participatie.,Je spreekt van een ‘handicap’ als een beperking leidt tot langdurige belemmering van sociaal-maatschappelijke deelname.
34,"Het gaat hierbij om beperkingen op (meerdere) levensdomeinen (bijvoorbeeld school/werk én thuis), die blijvend van aard zijn.","Het gaat hierbij om blijvende beperkingen op (meerdere) levensgebieden, bijvoorbeeld school of werk én thuis."
34,De onderstaande lijst biedt inclusieve alternatieven voor veelvoorkomende termen.,De onderstaande lijst geeft inclusieve alternatieven voor veelvoorkomende termen.
35,cliënt: een natuurlijk persoon ten behoeve van wie de instelling werkzaam is;,cliënt: een natuurlijk persoon voor wie de instelling werkt.
35,cliëntenraad: een door de instelling ingesteld orgaan dat de gemeenschappelijke belangen van cliënten behartigt en functioneert op basis van de Wmcz 2018;,cliëntenraad: het orgaan dat de gemeenschappelijke belangen van cliënten behartigt en functioneert vanuit de Wet medezeggenschap cliënten zorginstellingen 2018.
35,LCvV: de Landelijke Commissie van Vertrouwenslieden is de commissie die is ingesteld door branche- en cliëntenorganisaties in de zorg en optreedt als commissie van vertrouwenslieden zoals bedoeld in artikel 14 van de wet;,LCvV: de Landelijke Commissie van Vertrouwenslieden. Branche- en cliëntenorganisaties in de zorg stelden de commissie in. Het is de commissie van vertrouwenslieden zoals dat staat in artikel 14 van de Wet medezeggenschap cliënten zorginstellingen 2018.
35,"ondersteuner: de persoon die de cliëntenraad inhoudelijk ondersteunt en adviseert, zoals omschreven in artikel 13 van de medezeggenschapsregeling;","ondersteuner: de persoon die de cliëntenraad inhoudelijk ondersteunt en adviseert, zoals in artikel 13 van deze regeling staat."
35,"secretaris: de persoon die de cliëntenraad secretarieel ondersteunt, zoals omschreven in artikel 13 van de medezeggenschapsregeling;","secretaris: de persoon die de cliëntenraad secretarieel ondersteunt, zoals in artikel 13 van deze regeling staat."
35,wet: de Wet medezeggenschap cliënten zorginstellingen 2018.,wet: de Wet medezeggenschap cliënten zorginstellingen 2018 (Wmcz 2018).
35,Deze medezeggenschapsregeling ziet uitsluitend op medezeggenschap in het kader van zorg- en hulpverlening door de Geïntegreerde Voorzieningen van de GGD Amsterdam.,Deze medezeggenschapsregeling geldt alleen voor medezeggenschap binnen zorg- en hulpverlening door de Geïntegreerde Voorzieningen van de GGD Amsterdam.
35,"De wet is op overige zorg- en hulpverlening door de GGD Amsterdam niet van toepassing, zie artikel 2 aanhef en onder c van het Besluit Wmcz 2018.",De wet geldt niet voor overige zorg- en hulpverlening door de GGD Amsterdam. Zie hiervoor artikel 2 aanhef en onder c van het Besluit Wmcz 2018.
35,Artikel 3 Doelstelling van de cliëntenraad,Artikel 3 Doel van de cliëntenraad
35,"De cliëntenraad behartigt, binnen het kader van de doelstellingen van de instelling, de gemeenschappelijke belangen van de betrokken cliënten van de instelling.",De cliëntenraad zorgt voor de gemeenschappelijke belangen van de betrokken cliënten van de instelling. Dit binnen de doelen van de instelling.
35,De gedeelde visie van de instelling en de cliëntenraad op de medezeggenschap is opgenomen in Bijlage I.,De gedeelde visie van de instelling en de cliëntenraad op de medezeggenschap staat in Bijlage I.
35,De cliëntenraad is representatief voor de cliënten van alle locaties van de instelling.,De cliëntenraad spreekt namens de cliënten van alle locaties van de instelling.
35,stimuleert de cliëntenraad de participatie en zeggenschap van cliënten opdat cliënten zoveel mogelijk betrokken worden bij de gang van zaken omtrent zorg- en dienstverlening;,stimuleert de cliëntenraad de deelname en zeggenschap van cliënten.
35,inventariseert de cliëntenraad regelmatig de wensen en meningen van de cliënten en/of diens vertegenwoordigers;,"peilt de cliëntenraad regelmatig de wensen en meningen van de cliënten, of hun vertegenwoordigers."
35,Op verzoek van de cliëntenraad faciliteert de instelling bij de voorbereiding en uitvoering van deze taken.,Op verzoek van de cliëntenraad ondersteunt de instelling hem bij voorbereiden en uitvoeren van deze taken.
35,De werkwijze van de cliëntenraad wordt in het huishoudelijk reglement van de cliëntenraad vastgelegd.,De werkwijze van de cliëntenraad komt in het huishoudelijk reglement van de cliëntenraad.
35,De cliëntenraad bestaat uit minimaal vier leden en maximaal zes leden en één voorzitter.,De cliëntenraad bestaat uit minimaal 4 leden en maximaal 6 leden en 1 voorzitter.
35,"De directie benoemt de leden van de cliëntenraad op voordracht van de cliëntenraad en volgt daarbij de voordracht, tenzij dit in redelijkheid niet van hem verwacht kan worden.","De directie benoemt de leden van de cliëntenraad op voordracht van de cliëntenraad. De directie volgt daarbij de voordracht, tenzij het onredelijk is dat de directie de voordracht volgt."
35,"De directie benoemt een voorzitter op voordracht van de cliëntenraad en volgt daarbij de voordracht, tenzij dit in redelijkheid niet van haar verwacht kan worden.","De directie benoemt een voorzitter op voordracht van de cliëntenraad. De directie volgt daarbij de voordracht, tenzij dit voor de directie onredelijk is om te doen."
35,De instelling stelt de cliëntenraad in de gelegenheid een vacature onder de aandacht van cliënten en hun vertegenwoordigers te brengen.,De instelling zorgt er voor dat de cliëntenraad een vacature onder de aandacht van cliënten en hun vertegenwoordigers kan brengen.
35,personen met een specifieke deskundigheid en/of aantoonbare affiniteit met de doelgroep; en,personen met een specifieke deskundigheid of aantoonbare affiniteit met de doelgroep
35,De voorzitter en leden kunnen eenmaal worden herbenoemd voor een periode van 4 jaar.,De voorzitter en leden kunnen daarna nog 1 keer worden herbenoemd voor opnieuw een periode van 4 jaar.
35,"De voorzitter en leden die al eenmaal zijn herbenoemd, zijn na 3 jaar na beëindiging van hun termijn opnieuw verkiesbaar als voorzitter of lid van de cliëntenraad.",Daarna zijn zij pas weer verkiesbaar als voorzitter of lid van de cliëntenraad.
35,"Indien het niet lukt om tijdig een nieuwe voorzitter of lid te werven, kan de zittingsperiode van de voorzitter of het lid eenmaal worden verlengd voor de duur van maximum 12 maanden.",Het kan dat het niet lukt om op tijd een nieuwe voorzitter of lid te werven. Dan kan de zittingsperiode van de voorzitter of het lid 1 keer met hooguit 12 maanden worden verlengd.
35,Voorafgaand aan de benoeming doorlopen de kandidaat-voorzitter dan wel het kandidaat-lid een proeftijd van 4 maanden.,Voorafgaand aan de benoeming heeft de kandidaat-voorzitter dan wel het kandidaat-lid een proeftijd van 4 maanden.
35,Kandidaten krijgen gedurende de proeftijd toegang tot de vergaderingen en de vergaderstukken maar hebben geen stemrecht.,Kandidaten krijgen tijdens de proeftijd toegang tot de vergaderingen en de vergaderstukken. Maar ze hebben geen stemrecht.
35,"De bepalingen over benoeming, schorsing en ontslag in deze medezeggenschapsregeling zijn niet op hen van toepassing.","De bepalingen over benoeming, schorsing en ontslag in deze medezeggenschapsregeling gelden niet voor hen."
35,Onder tegenstrijdig belang wordt in dit verband verstaan een belang in de privésfeer van de voorzitter of leden van cliëntenraad dat direct of indirect tegenstrijdig is aan het belang van de instelling of de GGD Amsterdam.,Onder tegenstrijdig belang bedoelen we hier: een belang in de privésfeer van de voorzitter of leden van cliëntenraad dat direct of indirect tegenstrijdig is aan het belang van de instelling of de GGD Amsterdam.
35,In geval er een (vermoeden van een) tegenstrijdig belang bij de besluitvorming geldt de volgende procedure:,"Als er een (vermoeden van een) tegenstrijdig belang is bij de besluitvorming, geldt de volgende procedure:"
35,De vice-voorzitter en leden bepalen buiten de afwezigheid van de voorzitter of mogelijk sprake is van een tegenstrijdig belang.,De vicevoorzitter en leden bepalen buiten de afwezigheid van de voorzitter of er misschien een tegenstrijdig belang is. De voorzitter en leden bepalen buiten de afwezigheid van het lid of er misschien een tegenstrijdig belang is.
35,"Indien dit het geval is, meldt de vice-voorzitter dit onverwijld aan de instelling;","Als dit zo is, meldt de vicevoorzitter dit meteen aan de instelling; Als dit zo is, meldt de voorzitter dit meteen aan de instelling;"
35,"Indien de instelling een melding van een mogelijk tegenstrijdig belang ontvangt, zoekt de instelling naar een passende oplossing.","Als de instelling een melding van een mogelijk tegenstrijdig belang ontvangt, zoekt de instelling naar een passende oplossing."
35,De instelling zorgt ervoor dat (ex-)voorzitter(s) en (ex-)leden van de cliëntenraad niet uit hoofde van hun voorzitter- dan wel lidmaatschap worden benadeeld in hun positie in de instelling.,De instelling zorgt ervoor dat (ex-)voorzitter(s) en (ex-)leden van de cliëntenraad niet vanuit hun voorzitterschap of lidmaatschap worden benadeeld in hun positie in de instelling.
35,Het voorzitter- dan wel lidmaatschap van de cliëntenraad eindigt wanneer:,Het voorzitterschap of lidmaatschap van de cliëntenraad eindigt wanneer:
35,de cliëntenraad of de directie de voorzitter/een lid ontslaat; of,de cliëntenraad of de directie de voorzitter/een lid ontslaat.
35,De directie kan de voorzitter of een lid van de cliëntenraad ontslaan op voordracht van dan wel in overleg met de cliëntenraad.,De directie kan de voorzitter of een lid van de cliëntenraad ontslaan op verzoek van of in overleg met de cliëntenraad.
35,Artikel 11 Ontslag van voorzitter of lid van de cliëntenraad,Eerst moet de voorzitter of het lid schriftelijk het voornemen tot ontslag ontvangen.
35,De voorzitter dan wel het lid heeft twee weken de tijd om zijn visie op het voorgenomen ontslag aan te geven.,De voorzitter of het lid heeft 2 weken de tijd om zijn mening op het voorgenomen ontslag aan te geven.
35,Na deze twee weken kan de directie het definitieve besluit tot ontslag nemen.,Na deze 2 weken kan de directie het definitieve besluit tot ontslag nemen.
35,De instelling stelt de volgende voorzieningen ter beschikking aan de cliëntenraad indien de cliëntenraad deze nodig acht:,De instelling zorgt voor de volgende voorzieningen voor de cliëntenraad als de cliëntenraad deze nodig vindt:
35,− computer of andere devices;,− computer of andere apparatuur
35,De instelling stelt de cliëntenraad jaarlijks een budget ter beschikking dat voldoende is om de kosten te dekken van de overeen gekomen activiteiten van de cliëntenraad.,De instelling geeft de cliëntenraad jaarlijks een budget. Dat budget moet voldoende zijn om de kosten te dekken van de afgesproken activiteiten van de cliëntenraad.
35,De instelling stelt het budget van de cliëntenraad vast op grond van een door de cliëntenraad naar redelijkheid ingediende begroting.,De instelling stelt het budget van de cliëntenraad vast. Dat doet de instelling vanuit een naar redelijkheid ingediende begroting van de cliëntenraad.
35,"Bij verschil van inzicht over de begroting, gaat de instelling het gesprek aan met de cliëntenraad.","Bij verschil van inzicht over de begroting, bespreekt de instelling dit met de cliëntenraad."
35,"De cliëntenraad overschrijdt het budget niet, tenzij zich onvoorziene omstandigheden voordoen en de cliëntenraad als direct gevolg van die onvoorziene omstandigheden meer kosten moet maken.",Een uitzondering daarop is er als er onvoorziene omstandigheden zijn en de cliëntenraad daardoor meer kosten moet maken.
35,De cliëntenraad informeert de instelling tijdig over een overschrijding van het budget met een vermelding van de redenen hiervan.,De cliëntenraad informeert de instelling op tijd over een overschrijding van het budget en geeft de redenen hiervan aan.
35,Wanneer de cliëntenraad een uitgave wil doen die niet is opgenomen in de begroting vraagt hij daarvoor van tevoren toestemming van de instelling.,"Wanneer de cliëntenraad een uitgave wil doen die niet in de begroting staat, vraagt hij daarvoor van tevoren toestemming van de instelling."
35,De voorzitter en leden van de cliëntenraad ontvangen voor hun werkzaamheden vacatiegeld zoals omschreven in bijlage II.,De voorzitter en leden van de cliëntenraad ontvangen voor hun werkzaamheden vacatiegeld zoals in bijlage II staat.
35,Vergoeding van vacatiegeld vindt uitsluitend plaats op declaratiebasis.,Vergoeding van vacatiegeld gebeurt alleen op declaratiebasis.
35,Daarbij geeft zij de cliëntenraad elke kwartaal inzage in de uitgaven die uit het budget zijn gedaan.,Daarbij informeert zij de cliëntenraad elk kwartaal over de uitgaven die uit het budget zijn gedaan.
35,De instelling en de cliëntenraad maken aparte schriftelijke afspraken met betrekking tot de ondersteuner over:,De instelling en de cliëntenraad maken over de ondersteuner en de secretaris aparte schriftelijke afspraken over:
35,profiel en onafhankelijke positionering van de ondersteuner en secretaris;,profiel en onafhankelijke plaatsing.
35,"werving, selectie en aanstelling;","werving, keuze en aanstelling."
35,De functies van secretaris en ondersteuner kunnen in één persoon verenigd zijn.,De functies van secretaris en ondersteuner kunnen ook door 1 persoon worden uitgevoerd.
35,De instelling verstrekt de informatie aan de cliëntenraad op de volgende wijze:,De instelling verstrekt de informatie aan de cliëntenraad op de volgende manieren:
35,"schriftelijk (op papier of per post, indien gewenst);","schriftelijk (op papier of per post, als de cliëntenraad dat wil)"
35,De instelling verstrekt de cliëntenraad ten minste eenmaal per jaar mondeling en/of schriftelijk algemene gegevens omtrent het beleid dat in het verstreken tijdvak is gevoerd (voor zover onderdeel van het jaarverslag MGGZ) en in het komende jaar zal worden gevoerd (voor zover onderdeel van het jaarplan MGGZ).,De instelling in het komende jaar zal uitvoeren (voor zover onderdeel van het jaarplan MGGZ).
35,De voorzitter en leden van de cliëntenraad zijn verplicht tot geheimhouding van alle zaken die zij in hun hoedanigheid vernemen ten aanzien waarvan de instelling dan wel de cliëntenraad hun geheimhouding heeft opgelegd of waarvan zij het vertrouwelijke karakter kunnen begrijpen.,Het gaat om zaken waarvan de instelling dan wel de cliëntenraad geheimhouding heeft opgelegd of waarvan zij het vertrouwelijke karakter kunnen begrijpen.
35,De plicht tot geheimhouding vervalt niet door beëindiging van het voorzitter- dan wel lidmaatschap van de cliëntenraad noch door beëindiging van de band van de cliënt met de instelling.,De plicht tot geheimhouding vervalt niet door het einde van het voorzitterschap of lidmaatschap van de cliëntenraad. En ook niet door het einde van de band van de cliënt met de instelling.
35,De instelling betrekt de cliëntenraad bij de voorbereiding van een besluit met betrekking tot:,De instelling betrekt de cliëntenraad bij de voorbereiding van een besluit over:
35,een fusie of duurzame samenwerking waarbij de instelling betrokken is;,een fusie of langdurige samenwerking waarbij de instelling betrokken is.
35,De instelling informeert de cliëntenraad in een vroegtijdig stadium over de voorgenomen besluiten genoemd in artikel 15.1.,De instelling informeert de cliëntenraad al op een vroeg moment over de voorgenomen besluiten uit artikel 15.1.
35,De instelling stelt de cliëntenraad in de gelegenheid advies uit te brengen over elk door haar voorgenomen besluiten inzake:,De instelling maakt het de cliëntenraad mogelijk advies uit te brengen over elk door haar voorgenomen besluit over:
35,een gehele of gedeeltelijke beëindiging dan wel een belangrijke uitbreiding van de zorgverlening;,een gehele of gedeeltelijke beëindiging of een belangrijke uitbreiding van de zorgverlening.
35,het beleidsplan over de toepassing van verplichte zorg zoals bedoeld in artikel 2:2 van de Wet verplichte geestelijke gezondheidszorg.,het beleidsplan over toepassen van verplichte zorg zoals bedoeld in artikel 2:2 van de Wet verplichte geestelijke gezondheidszorg.
35,de gronden voor het besluit;,de redenen voor het besluit.
35,Het advies van de cliëntenraad wordt binnen zes weken nadat de instelling een mondelinge toelichting heeft gegeven de adviesaanvraag genoemd in artikel 16.2.,Het advies van de cliëntenraad volgt binnen 6 weken nadat de instelling een mondelinge toelichting heeft gegeven over de adviesaanvraag uit artikel 16.2.
35,Indien blijkt dat deze reactietermijn onvoldoende is om het adviesrecht te kunnen uitoefenen dan kan de cliëntenraad deze termijn ten hoogste tweemaal verlengen met zes weken.,Het kan zijn dat deze reactietermijn onvoldoende is om het adviesrecht te kunnen uitoefenen. Dan kan de cliëntenraad deze termijn hooguit 2 keer met 6 weken verlengen.
35,Het advies van de cliëntenraad wordt schriftelijk en met redenen omkleed uitgebracht.,De cliëntenraad brengt het advies schriftelijk uit en geeft de redenen van het advies daarin aan.
35,De instelling kan afwijkend van het advies besluiten als ten minste eenmaal met de cliëntenraad overleg is gepleegd.,De instelling kan besluiten om af te wijken van het advies.
35,De instelling doet van een besluit schriftelijk en voor zover het van het advies afwijkt met opgave van redenen mededeling aan de cliëntenraad.,En voor zover het van het advies afwijkt geeft de instelling de redenen daar voor aan.
35,Artikel 16 is niet van toepassing op adviesplichtige besluiten met een spoedeisend karakter.,Artikel 16 geldt niet voor adviesplichtige besluiten die spoed hebben.
35,De instelling stelt de cliëntenraad per omgaande op hoogte van het besluit.,De instelling stelt de cliëntenraad direct op hoogte van het besluit.
35,De instelling motiveert waarom sprake is van spoedeisendheid.,De instelling motiveert waarom er spoed is.
35,De instelling heeft de instemming nodig van de cliëntenraad voor elk door haar voorgenomen besluiten inzake:,De instelling heeft de instemming nodig van de cliëntenraad voor elk door haar voorgenomen besluit over:
35,de medezeggenschapsregeling van de cliëntenraad en andere voor cliënten geldende regelingen;,de medezeggenschapsregeling van de cliëntenraad en andere regelingen die voor cliënten gelden.
35,de procedure voor het opstellen en bespreken van zorgplannen;,de procedure voor opstellen en bespreken van zorgplannen.
35,"het algemene beleid ter zake van kwaliteit, veiligheid en hygiëne;","het algemene beleid over kwaliteit, veiligheid en hygiëne."
35,het algemene beleid ter zake van de toelating van cliënten tot de zorgverlening en beëindiging daarvan;,het algemene beleid over toelaten van cliënten tot de zorgverlening en beëindiging daar die zorgverlening.
35,de selectie en benoeming van de secretaris en ondersteuner die de cliëntenraad onafhankelijk ondersteunen.,de keuze en benoeming van de secretaris en ondersteuner die de cliëntenraad onafhankelijk ondersteunen.
35,het voorgenomen besluit van de instelling gevergd wordt om zwaarwegende redenen.,de redenen voor het besluit. de instelling het voorgenomen besluit moet nemen vanwege zwaarwegende redenen.
35,De instemming wordt op een zodanig tijdstip gevraagd dat de cliëntenraad genoeg tijd heeft zich een goed oordeel ter zake te vormen.,Het tijdstip voor de instemming is zo dat de cliëntenraad genoeg tijd heeft om een goed oordeel te vormen.
35,Het te nemen besluit wordt schriftelijk voorgelegd aan de cliëntenraad.,De instelling legt het te nemen besluit schriftelijk voor aan de cliëntenraad.
35,De cliëntenraad reageert binnen zes weken nadat de instelling een mondelinge toelichting heeft gegeven de instemmingsaanvraag zoals genoemd in artikel 17.2.,De cliëntenraad reageert binnen 6 weken nadat de instelling een mondelinge toelichting heeft gegeven over de instemmingsaanvraag uit artikel 17.2.
35,Indien blijkt dat deze reactietermijn de cliëntenraad niet in staat stelt om haar instemmingsrecht uit te oefenen dan kan de cliëntenraad deze termijn ten hoogste driemaal verlengen met zes weken.,Het kan zijn dat deze reactietermijn onvoldoende is om het instemmingsrecht uit te kunnen oefenen .Dan kan de cliëntenraad deze termijn hooguit 3 keer met 6 weken verlengen.
35,"De cliëntenraad deelt zijn beslissing schriftelijk en met redenen omkleed, in geval van onthouden van de instemming, mee aan de instelling binnen de instemmingsaanvraag genoemde reactietermijn.",De cliëntenraad deelt zijn beslissing schriftelijk binnen de reactietermijn mee.
35,Na het ontvangen van de beslissing van de cliëntenraad geeft de instelling daar zo spoedig mogelijk een reactie op.,De instelling geeft na het ontvangen van de beslissing van de cliëntenraad daar zo snel mogelijk een reactie op.
35,"De instelling kan in het geval van onthouden van de instemming van de cliëntenraad, de LCvV toestemming vragen om het besluit te nemen.","Als de cliëntenraad niet instemt, kan de instelling de LCvV toestemming vragen om toch het besluit te nemen."
35,De commissie geeft alleen toestemming van het besluit indien:,De commissie geeft alleen toestemming als:
35,"a.1 In uitzondering op artikel 8 van de wet heeft de cliëntenraad geen instemmingsrecht ten aanzien van de klachtenregeling in de zin van artikel 13, eerste lid, van de Wet kwaliteit, klachten en geschillen zorg.","a.1 De cliëntenraad heeft geen instemmingsrecht bij de klachtenregeling uit artikel 13, eerste lid, van de Wet kwaliteit, klachten en geschillen zorg."
35,"a.2 In uitzondering op artikel 8 van de wet heeft de cliëntenraad een niet-bindend adviesrecht ten aanzien van de profielschets van de klachtenfunctionaris als genoemd in artikel 15 van de Wet kwaliteit, klachten en geschillen zorg.","a.2 De cliëntenraad heeft een niet-bindend adviesrecht bij de profielschets van de klachtenfunctionaris uit artikel 15 van de Wet kwaliteit, klachten en geschillen zorg."
35,a.3 In aanvulling op artikel 16 heeft de cliëntenraad een niet-bindend adviesrecht ten aanzien van de benoeming van de teamleiders van de instelling alsmede de eerste geneeskundige en het hoofd van de afdeling MGGZ van de GGD Amsterdam.,a.3 Naast artikel 16 heeft de cliëntenraad een niet-bindend adviesrecht bij de benoeming van de teamleiders van de instelling en de eerste geneeskundige en het hoofd van de afdeling MGGZ van de GGD Amsterdam.
35,Dit niet-bindende adviesrecht heeft de vorm van een eenmalig benoemingsadviesgesprek.,Dit niet-bindende adviesrecht bestaat uit een eenmalig benoemingsadviesgesprek.
35,"a.4 Artikel 16 lid 3, 4 en 5 zijn van overeenkomstige toepassing op het niet-bindend adviesrecht genoemd in artikel 17a lid 2.","a.4 Artikel 16 lid 3, 4 en 5 gelden ook voor het niet-bindend adviesrecht uit artikel 17a lid 2."
35,De cliëntenraad is bevoegd de instelling ongevraagd te adviseren over onderwerpen die voor de cliënten van belang zijn.,De cliëntenraad mag de instelling ongevraagd adviseren over onderwerpen die voor de cliënten van belang zijn.
35,De instelling besluit zo spoedig mogelijk of zij een ongevraagd advies zal volgen.,De instelling besluit zo snel mogelijk of zij een ongevraagd advies zal volgen.
35,"Voordat zij besluit om van het advies af te wijken overlegt zij eenmaal, voor zover dat redelijkerwijs mogelijk is, met de cliëntenraad.","De instelling kan besluiten om van het advies af te wijken. Dan moet zij eerst een keer met de cliëntenraad overleggen, voor zover dat redelijkerwijs mogelijk is."
35,"Indien van het advies van de cliëntenraad wordt afgeweken en de cliëntenraad daar niet mee heeft ingestemd, deelt de instelling dit schriftelijk onder opgave van redenen mee aan de cliëntenraad.","Als de instelling afwijkt van het advies van de cliëntenraad en de cliëntenraad daar niet mee heeft ingestemd, deelt de instelling de redenen hiervoor schriftelijk mee aan de cliëntenraad."
35,"Wanneer de instelling besluit zonder instemming van de cliëntenraad om een ongevraagd schriftelijk advies over een onderwerp als bedoeld in artikel 17, eerste lid van deze regeling niet of niet geheel uit te voeren, kan:","De cliëntenraad kan een ongevraagd schriftelijk advies geven over een onderwerp uit artikel 17, lid 1 van deze regeling. Wanneer de instelling dan besluit zonder instemming van de cliëntenraad dat advies niet of niet geheel uit te voeren, kan:"
35,"de cliëntenraad de LCvV verzoeken om uit te spreken dat het advies toch dient te worden uitgevoerd, of","de cliëntenraad de LCvV vragen om uit te spreken dat de instelling het advies toch moet uitvoeren, of"
35,de instelling de LCvV verzoeken om het door de instelling genomen besluit te bevestigen.,de instelling de LCvV vragen om het genomen besluit te bevestigen.
